"ID","Date","Date.V","Year","Year.V","month","quarter","year","month.1","quarter.1","year.1","year.2","year.3","Country","State","Location.new","Latitude","Longitude","Geocluster","PRCP","TMAX","TMIN","Varroa","V.arrival","ABPV","Amfv","Arv2","BQCV","CBPV","DWV_A","DWV_B","DWV_C","IAPV","KBV","LSV","SBPV","SBV","VDV2","VDV3","Vov1","VTV","Afr.Extent","Africanization"
"1035",1988-03-24,1995-04-11,1988,1995,-85.8,-28.6,-7.05205479452055,-86,-29,-8,"0","0","MEXICO","TAMAULIPAS","Soto La Marina region",23.771584,-98.207932,"TAM",0,31.67,18.89,NA,0,0,0,0,23.9209,0,0,0,0,0,0,999976,0,0,0,0,0,0,1e-07,0
"1036",1988-03-24,1995-04-11,1988,1995,-85.8,-28.6,-7.05205479452055,-86,-29,-8,"0","0","MEXICO","TAMAULIPAS","Soto La Marina region",23.771584,-98.207932,"TAM",0,31.67,18.89,NA,0,0,0.967505,0,13160.3,0,0,0,0,0,0,986561,0,277.569,0,0,0,0,1e-07,0
"1037",1988-03-24,1995-04-11,1988,1995,-85.8,-28.6,-7.05205479452055,-86,-29,-8,"0","0","MEXICO","TAMAULIPAS","Soto La Marina region",23.771584,-98.207932,"TAM",0,31.67,18.89,NA,0,0,1448.86,0,0,0,3805.92,0,0,0,0,13063.7,0,981682,0,0,0,0,1e-07,0
"1038",1988-03-24,1995-04-11,1988,1995,-85.8,-28.6,-7.05205479452055,-86,-29,-8,"0","0","MEXICO","TAMAULIPAS","Soto La Marina region",23.771584,-98.207932,"TAM",0,31.67,18.89,NA,0,0,1504.94,0,727013,0,0,0,0,0,0,271482,0,0,0,0,0,0,8.15520613043865,1
"1040",1988-03-24,1995-04-11,1988,1995,-85.8,-28.6,-7.05205479452055,-86,-29,-8,"0","0","MEXICO","TAMAULIPAS","Soto La Marina region",23.771584,-98.207932,"TAM",0,31.67,18.89,NA,0,0,17382.9,0,0,0,0,0,0,0,0,982617,0,0,0,0,0,0,1e-07,0
"1041",1988-03-24,1995-04-11,1988,1995,-85.8,-28.6,-7.05205479452055,-86,-29,-8,"0","0","MEXICO","TAMAULIPAS","Soto La Marina region",23.771584,-98.207932,"TAM",0,31.67,18.89,NA,0,0,2.88389,0,70.6267,0,0,0,0,0,0,158.941,0,999768,0,0,0,0,1e-07,0
"1042",1988-03-24,1995-04-11,1988,1995,-85.8,-28.6,-7.05205479452055,-86,-29,-8,"0","0","MEXICO","TAMAULIPAS","Soto La Marina region",23.771584,-98.207932,"TAM",0,31.67,18.89,NA,0,0,0,0,0,0,0,0,0,0,0,1e+06,0,0,0,0,0,0,1e-07,0
"1043",1988-03-24,1995-04-11,1988,1995,-85.8,-28.6,-7.05205479452055,-86,-29,-8,"0","0","MEXICO","TAMAULIPAS","Soto La Marina region",23.771584,-98.207932,"TAM",0,31.67,18.89,NA,0,0,5192.4,0,0,0,0,0,0,0,0,994808,0,0,0,0,0,0,1e-07,0
"1044",1988-03-24,1995-04-11,1988,1995,-85.8,-28.6,-7.05205479452055,-86,-29,-8,"0","0","MEXICO","TAMAULIPAS","Soto La Marina region",23.771584,-98.207932,"TAM",0,31.67,18.89,NA,0,0,6131.09,0,60689.3,0,0,0,0,0,0,933180,0,0,0,0,0,0,1e-07,0
"1045",1988-03-24,1995-04-11,1988,1995,-85.8,-28.6,-7.05205479452055,-86,-29,-8,"0","0","MEXICO","TAMAULIPAS","Soto La Marina region",23.771584,-98.207932,"TAM",0,31.67,18.89,NA,0,0,248.238,0,978331,0,0,0,0,0,0,21420.3,0,0,0,0,0,0,1e-07,0
"1048",1988-03-24,1995-04-11,1988,1995,-85.8,-28.6,-7.05205479452055,-86,-29,-8,"0","0","MEXICO","TAMAULIPAS","Soto La Marina region",23.771584,-98.207932,"TAM",0,31.67,18.89,NA,0,0,33.2881,0,583.793,0,0,0,0,0,0,843.063,0,998540,0,0,0,0,1e-07,0
"1049",1988-03-24,1995-04-11,1988,1995,-85.8,-28.6,-7.05205479452055,-86,-29,-8,"0","0","MEXICO","TAMAULIPAS","Soto La Marina region",23.771584,-98.207932,"TAM",0,31.67,18.89,NA,0,0,7743.34,0,0,0,0,0,0,0,0,859079,0,133178,0,0,0,0,1e-07,0
"1050",1988-03-24,1995-04-11,1988,1995,-85.8,-28.6,-7.05205479452055,-86,-29,-8,"0","0","MEXICO","TAMAULIPAS","Soto La Marina region",23.771584,-98.207932,"TAM",0,31.67,18.89,NA,0,0,743.109,0,0,0,0,0,0,0,0,5312.37,0,993945,0,0,0,0,1e-07,0
"1051",1988-03-24,1995-04-11,1988,1995,-85.8,-28.6,-7.05205479452055,-86,-29,-8,"0","0","MEXICO","TAMAULIPAS","Soto La Marina region",23.771584,-98.207932,"TAM",0,31.67,18.89,NA,0,0,290.372,0,12969.6,0,0,0,0,0,0,24958.7,0,961781,0,0,0,0,1e-07,0
"1052",1988-03-24,1995-04-11,1988,1995,-85.8,-28.6,-7.05205479452055,-86,-29,-8,"0","0","MEXICO","TAMAULIPAS","Soto La Marina region",23.771584,-98.207932,"TAM",0,31.67,18.89,NA,0,0,156.585,0,14028.3,0,0,0,0,0,0,27031.3,0,958784,0,0,0,0,1e-07,0
"1054",1988-03-24,1995-04-11,1988,1995,-85.8,-28.6,-7.05205479452055,-86,-29,-8,"0","0","MEXICO","TAMAULIPAS","Soto La Marina region",23.771584,-98.207932,"TAM",0,31.67,18.89,NA,0,0,11750.1,0,0,0,0,0,0,0,0,988250,0,0,0,0,0,0,1e-07,0
"1056",1988-03-24,1995-04-11,1988,1995,-85.8,-28.6,-7.05205479452055,-86,-29,-8,"0","0","MEXICO","TAMAULIPAS","Soto La Marina region",23.771584,-98.207932,"TAM",0,31.67,18.89,NA,0,0,1560.33,0,348494,0,0,0,0,0,0,335334,0,314611,0,0,0,0,1e-07,0
"1057",1988-03-24,1995-04-11,1988,1995,-85.8,-28.6,-7.05205479452055,-86,-29,-8,"0","0","MEXICO","TAMAULIPAS","Soto La Marina region",23.771584,-98.207932,"TAM",0,31.67,18.89,NA,0,0,415.363,0,9887.31,0,0,0,0,0,0,28531.3,0,961166,0,0,0,0,1e-07,0
"1058",1988-03-24,1995-04-11,1988,1995,-85.8,-28.6,-7.05205479452055,-86,-29,-8,"0","0","MEXICO","TAMAULIPAS","Soto La Marina region",23.771584,-98.207932,"TAM",0,31.67,18.89,NA,0,0,1435.8,0,687666,0,0,0,0,0,0,310899,0,0,0,0,0,0,1e-07,0
"1059",1988-03-24,1995-04-11,1988,1995,-85.8,-28.6,-7.05205479452055,-86,-29,-8,"0","0","MEXICO","TAMAULIPAS","Soto La Marina region",23.771584,-98.207932,"TAM",0,31.67,18.89,NA,0,0,91924.2,0,908076,0,0,0,0,0,0,0,0,0,0,0,0,0,1e-07,0
"1063",1988-04-19,1995-04-11,1988,1995,-84.9333333333333,-28.3111111111111,-6.98082191780822,-85,-29,-7,"0","0","MEXICO","TAMAULIPAS","Soto La Marina region",23.771584,-98.207932,"TAM",0,35.56,16.11,NA,0,0,1.0284,0,70.602,0,0,0,0,0,0,25.5751,0,999903,0,0,0,0,1e-07,0
"1065",1988-04-19,1995-04-11,1988,1995,-84.9333333333333,-28.3111111111111,-6.98082191780822,-85,-29,-7,"0","0","MEXICO","TAMAULIPAS","Soto La Marina region",23.771584,-98.207932,"TAM",0,35.56,16.11,NA,0,666050,12426,0,0,0,155603,0,0,0,165921,0,0,0,0,0,0,0,1e-07,0
"1066",1988-04-19,1995-04-11,1988,1995,-84.9333333333333,-28.3111111111111,-6.98082191780822,-85,-29,-7,"0","0","MEXICO","TAMAULIPAS","Soto La Marina region",23.771584,-98.207932,"TAM",0,35.56,16.11,NA,0,634972,11942.2,0,353086,0,0,0,0,0,0,0,0,0,0,0,0,0,2.021500231833,1
"1072",1988-04-19,1995-04-11,1988,1995,-84.9333333333333,-28.3111111111111,-6.98082191780822,-85,-29,-7,"0","0","MEXICO","TAMAULIPAS","Soto La Marina region",23.771584,-98.207932,"TAM",0,35.56,16.11,NA,0,0,524.348,0,408407,0,0,0,0,0,0,591068,0,0,0,0,0,0,1e-07,0
"1073",1988-04-19,1995-04-11,1988,1995,-84.9333333333333,-28.3111111111111,-6.98082191780822,-85,-29,-7,"0","0","MEXICO","TAMAULIPAS","Soto La Marina region",23.771584,-98.207932,"TAM",0,35.56,16.11,NA,0,0,49.6792,0,5894.07,0,0,0,0,0,0,990730,0,3326.08,0,0,0,0,0.0903899141733097,1
"1074",1988-04-19,1995-04-11,1988,1995,-84.9333333333333,-28.3111111111111,-6.98082191780822,-85,-29,-7,"0","0","MEXICO","TAMAULIPAS","Soto La Marina region",23.771584,-98.207932,"TAM",0,35.56,16.11,NA,0,0,8200.19,0,121096,0,0,0,0,0,0,870704,0,0,0,0,0,0,0.221179201054642,1
"1077",1988-04-19,1995-04-11,1988,1995,-84.9333333333333,-28.3111111111111,-6.98082191780822,-85,-29,-7,"0","0","MEXICO","TAMAULIPAS","Soto La Marina region",23.771584,-98.207932,"TAM",0,35.56,16.11,NA,0,0,1295.34,0,961392,0,0,0,0,0,0,37312.7,0,0,0,0,0,0,1.4343281319043,1
"1079",1988-04-19,1995-04-11,1988,1995,-84.9333333333333,-28.3111111111111,-6.98082191780822,-85,-29,-7,"0","0","MEXICO","TAMAULIPAS","Soto La Marina region",23.771584,-98.207932,"TAM",0,35.56,16.11,NA,0,0,4.34483,0,1131.77,0,0,0,0,0,0,998814,0,49.7698,0,0,0,0,1e-07,0
"1085",1988-04-20,1995-04-11,1988,1995,-84.9,-28.3,-6.97808219178082,-85,-29,-7,"0","0","MEXICO","TAMAULIPAS","Soto La Marina region",23.771584,-98.207932,"TAM",0,31.67,16.11,NA,0,0,20541.8,0,0,0,0,0,0,0,0,979458,0,0,0,0,0,0,1e-07,0
"1087",1988-04-20,1995-04-11,1988,1995,-84.9,-28.3,-6.97808219178082,-85,-29,-7,"0","0","MEXICO","TAMAULIPAS","Soto La Marina region",23.771584,-98.207932,"TAM",0,31.67,16.11,NA,0,0,399593,0,115307,0,0,0,0,0,0,214262,0,270837,0,0,0,0,0.277868458488079,1
"1089",1988-04-20,1995-04-11,1988,1995,-84.9,-28.3,-6.97808219178082,-85,-29,-7,"0","0","MEXICO","TAMAULIPAS","Soto La Marina region",23.771584,-98.207932,"TAM",0,31.67,16.11,NA,0,0,0.736624,0,0,0,0,0,0,0,0,999999,0,0,0,0,0,0,1e-07,0
"1095",1988-04-20,1995-04-11,1988,1995,-84.9,-28.3,-6.97808219178082,-85,-29,-7,"0","0","MEXICO","TAMAULIPAS","Soto La Marina region",23.771584,-98.207932,"TAM",0,31.67,16.11,NA,0,0,2972.05,0,25367.4,0,0,0,0,0,0,971661,0,0,0,0,0,0,1e-07,0
"1097",1988-04-20,1995-04-11,1988,1995,-84.9,-28.3,-6.97808219178082,-85,-29,-7,"0","0","MEXICO","TAMAULIPAS","Soto La Marina region",23.771584,-98.207932,"TAM",0,31.67,16.11,NA,0,0,2343.71,0,628029,0,0,0,0,0,0,302131,0,67496.7,0,0,0,0,1e-07,0
"1098",1988-04-21,1995-04-11,1988,1995,-84.8666666666667,-28.2888888888889,-6.97534246575342,-85,-29,-7,"0","0","MEXICO","TAMAULIPAS","Soto La Marina region",23.771584,-98.207932,"TAM",0,32.22,16.11,NA,0,0,2550.04,0,194586,0,0,0,0,0,0,342728,0,460135,0,0,0,0,1e-07,0
"1099",1988-05-17,1995-04-11,1988,1995,-84,-28,-6.9041095890411,-84,-28,-7,"0","0","MEXICO","TAMAULIPAS","Ciudad Victoria region",23.71975,-99.12989,"TAM",0,33.89,21.11,NA,0,0,659.76,0,966710,0,0,0,0,0,0,24453.4,0,8177.22,0,0,0,0,1e-07,0
"1100",1988-05-17,1995-04-11,1988,1995,-84,-28,-6.9041095890411,-84,-28,-7,"0","0","MEXICO","TAMAULIPAS","Ciudad Victoria region",23.71975,-99.12989,"TAM",0,33.89,21.11,NA,0,0,309.736,0,92091.5,0,907599,0,0,0,0,0,0,0,0,0,0,0,1e-07,0
"1101",1988-05-17,1995-04-11,1988,1995,-84,-28,-6.9041095890411,-84,-28,-7,"0","0","MEXICO","TAMAULIPAS","Ciudad Victoria region",23.71975,-99.12989,"TAM",0,33.89,21.11,NA,0,0,282.049,0,946442,0,0,0,0,0,0,51636.3,0,1640.07,0,0,0,0,1e-07,0
"1102",1988-05-17,1995-04-11,1988,1995,-84,-28,-6.9041095890411,-84,-28,-7,"0","0","MEXICO","TAMAULIPAS","Ciudad Victoria region",23.71975,-99.12989,"TAM",0,33.89,21.11,NA,0,0,98559.4,0,368501,0,0,0,0,0,0,532940,0,0,0,0,0,0,1e-07,0
"1103",1988-05-17,1995-04-11,1988,1995,-84,-28,-6.9041095890411,-84,-28,-7,"0","0","MEXICO","TAMAULIPAS","Ciudad Victoria region",23.71975,-99.12989,"TAM",0,33.89,21.11,NA,0,0,773.484,0,53760.9,0,915751,0,0,0,0,0,0,29714.4,0,0,0,0,2.52774731602378,1
"1104",1988-05-17,1995-04-11,1988,1995,-84,-28,-6.9041095890411,-84,-28,-7,"0","0","MEXICO","TAMAULIPAS","Ciudad Victoria region",23.71975,-99.12989,"TAM",0,33.89,21.11,NA,0,0,20534.6,0,0,0,0,0,0,0,0,979465,0,0,0,0,0,0,1e-07,0
"1105",1988-05-17,1995-04-11,1988,1995,-84,-28,-6.9041095890411,-84,-28,-7,"0","0","MEXICO","TAMAULIPAS","Ciudad Victoria region",23.71975,-99.12989,"TAM",0,33.89,21.11,NA,0,0,3900.54,0,420459,0,341376,0,0,0,0,0,0,234265,0,0,0,0,1e-07,0
"1106",1988-05-17,1995-04-11,1988,1995,-84,-28,-6.9041095890411,-84,-28,-7,"0","0","MEXICO","TAMAULIPAS","Ciudad Victoria region",23.71975,-99.12989,"TAM",0,33.89,21.11,NA,0,0,2.56475,0,975890,8917.22,14151.9,0,0,0,0,0,0,1037.82,0,0,0,0,1e-07,0
"1107",1988-05-17,1995-04-11,1988,1995,-84,-28,-6.9041095890411,-84,-28,-7,"0","0","MEXICO","TAMAULIPAS","Ciudad Victoria region",23.71975,-99.12989,"TAM",0,33.89,21.11,NA,0,890269,2.69649,0,107636,0,0,0,0,60.5541,2021.59,4.08537,0,5.46721,0,0,0,0,1.375893825008,1
"1108",1988-05-18,1995-04-11,1988,1995,-83.9666666666667,-27.9888888888889,-6.9013698630137,-84,-28,-7,"0","0","MEXICO","TAMAULIPAS","Ciudad Victoria region",23.71975,-99.12989,"TAM",0,32.22,21.67,NA,0,0,6902.86,0,204795,0,0,0,0,0,0,590189,0,198114,0,0,0,0,1e-07,0
"1109",1988-05-18,1995-04-11,1988,1995,-83.9666666666667,-27.9888888888889,-6.9013698630137,-84,-28,-7,"0","0","MEXICO","TAMAULIPAS","Ciudad Victoria region",23.71975,-99.12989,"TAM",0,32.22,21.67,NA,0,0,3169.42,0,519204,0,0,0,0,0,0,340663,0,136964,0,0,0,0,1e-07,0
"1110",1988-05-18,1995-04-11,1988,1995,-83.9666666666667,-27.9888888888889,-6.9013698630137,-84,-28,-7,"0","0","MEXICO","TAMAULIPAS","Ciudad Victoria region",23.71975,-99.12989,"TAM",0,32.22,21.67,NA,0,0,0,0,409045,0,0,0,0,0,0,294136,0,296819,0,0,0,0,1e-07,0
"1111",1988-05-18,1995-04-11,1988,1995,-83.9666666666667,-27.9888888888889,-6.9013698630137,-84,-28,-7,"0","0","MEXICO","TAMAULIPAS","Soto La Marina region",23.771584,-98.207932,"TAM",0,31.11,23.89,NA,0,0,221.451,0,0,0,0,0,0,0,0,38109.8,0,961669,0,0,0,0,1e-07,0
"1112_A",1988-05-18,1995-04-11,1988,1995,-83.9666666666667,-27.9888888888889,-6.9013698630137,-84,-28,-7,"0","0","MEXICO","TAMAULIPAS","Soto La Marina region",23.771584,-98.207932,"TAM",0,31.11,23.89,NA,0,0,833.701,0,3543.92,8535.91,0,0,0,0,0,30679.9,0,956407,0,0,0,0,1e-07,0
"1113",1988-05-18,1995-04-11,1988,1995,-83.9666666666667,-27.9888888888889,-6.9013698630137,-84,-28,-7,"0","0","MEXICO","TAMAULIPAS","Soto La Marina region",23.771584,-98.207932,"TAM",0,31.11,23.89,NA,0,0,13499.5,0,0,0,0,0,0,0,0,986500,0,0,0,0,0,0,0.787327002381772,1
"1114",1988-05-18,1995-04-11,1988,1995,-83.9666666666667,-27.9888888888889,-6.9013698630137,-84,-28,-7,"0","0","MEXICO","TAMAULIPAS","Soto La Marina region",23.771584,-98.207932,"TAM",0,31.11,23.89,NA,0,0,290.078,0,10350.3,0,0,0,0,0,0,24881.5,0,964478,0,0,0,0,1e-07,0
"1115",1988-05-18,1995-04-11,1988,1995,-83.9666666666667,-27.9888888888889,-6.9013698630137,-84,-28,-7,"0","0","MEXICO","TAMAULIPAS","Soto La Marina region",23.771584,-98.207932,"TAM",0,31.11,23.89,NA,0,17304.6,5477.06,0,57801.9,0,0,0,0,0,0,919416,0,0,0,0,0,0,1e-07,0
"1117",1988-06-14,1995-04-11,1988,1995,-83.0666666666667,-27.6888888888889,-6.82739726027397,-84,-28,-7,"0","0","MEXICO","TAMAULIPAS","La Pesca region",23.787763,-97.776215,"TAM",0.27,31.67,21.67,NA,0,0,1451.97,0,0,0,989445,9103.17,0,0,0,0,0,0,0,0,0,0,0.13697171390278,1
"1118",1988-06-14,1995-04-11,1988,1995,-83.0666666666667,-27.6888888888889,-6.82739726027397,-84,-28,-7,"0","0","MEXICO","TAMAULIPAS","La Pesca region",23.787763,-97.776215,"TAM",0.27,31.67,21.67,NA,0,0,18617.8,0,253339,0,0,0,0,0,0,728044,0,0,0,0,0,0,4.71738018449484,1
"1119",1988-06-14,1995-04-11,1988,1995,-83.0666666666667,-27.6888888888889,-6.82739726027397,-84,-28,-7,"0","0","MEXICO","TAMAULIPAS","La Pesca region",23.787763,-97.776215,"TAM",0.27,31.67,21.67,NA,0,0,4883.23,0,146411,0,0,0,0,0,0,423950,0,424755,0,0,0,0,1e-07,0
"1120",1988-06-14,1995-04-11,1988,1995,-83.0666666666667,-27.6888888888889,-6.82739726027397,-84,-28,-7,"0","0","MEXICO","TAMAULIPAS","Soto La Marina region",23.771584,-98.207932,"TAM",2.95,32.78,22.22,NA,0,0,2321.83,0,276210,0,0,0,0,0,0,365232,0,356237,0,0,0,0,1e-07,0
"1121",1988-06-14,1995-04-11,1988,1995,-83.0666666666667,-27.6888888888889,-6.82739726027397,-84,-28,-7,"0","0","MEXICO","TAMAULIPAS","Soto La Marina region",23.771584,-98.207932,"TAM",2.95,32.78,22.22,NA,0,0,0,0,0,0,0,0,0,0,0,1e+06,0,0,0,0,0,0,1e-07,0
"1122",1988-06-14,1995-04-11,1988,1995,-83.0666666666667,-27.6888888888889,-6.82739726027397,-84,-28,-7,"0","0","MEXICO","TAMAULIPAS","Ciudad Victoria region",23.71975,-99.12989,"TAM",0,37.22,22.22,NA,0,0,9967.65,0,0,0,0,0,0,0,0,421780,0,568252,0,0,0,0,1e-07,0
"1123",1988-06-14,1995-04-11,1988,1995,-83.0666666666667,-27.6888888888889,-6.82739726027397,-84,-28,-7,"0","0","MEXICO","TAMAULIPAS","Ciudad Victoria region",23.71975,-99.12989,"TAM",0,37.22,22.22,NA,0,985663,14337.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1e-07,0
"1124",1988-06-14,1995-04-11,1988,1995,-83.0666666666667,-27.6888888888889,-6.82739726027397,-84,-28,-7,"0","0","MEXICO","TAMAULIPAS","Ciudad Victoria region",23.71975,-99.12989,"TAM",0,37.22,22.22,NA,0,0,4072.23,0,208138,0,0,0,0,0,0,150290,0,637499,0,0,0,0,1e-07,0
"1125",1988-06-14,1995-04-11,1988,1995,-83.0666666666667,-27.6888888888889,-6.82739726027397,-84,-28,-7,"0","0","MEXICO","TAMAULIPAS","Ciudad Victoria region",23.71975,-99.12989,"TAM",0,37.22,22.22,NA,0,0,8048.15,0,0,0,0,0,0,0,0,915091,0,76860.8,0,0,0,0,1e-07,0
"1126",1988-06-15,1995-04-11,1988,1995,-83.0333333333333,-27.6777777777778,-6.82465753424658,-84,-28,-7,"0","0","MEXICO","TAMAULIPAS","Ciudad Victoria region",23.71975,-99.12989,"TAM",1.12,28.89,22.22,NA,0,0,0.40818,0,48.5504,0,0,0,0,0,0,999845,0,105.667,0,0,0,0,1e-07,0
"1128",1988-06-15,1995-04-11,1988,1995,-83.0333333333333,-27.6777777777778,-6.82465753424658,-84,-28,-7,"0","0","MEXICO","TAMAULIPAS","Ciudad Victoria region",23.71975,-99.12989,"TAM",1.12,28.89,22.22,NA,0,0,395.122,0,0,0,0,0,0,0,0,33878.1,0,965727,0,0,0,0,1e-07,0
"1129",1988-06-15,1995-04-11,1988,1995,-83.0333333333333,-27.6777777777778,-6.82465753424658,-84,-28,-7,"0","0","MEXICO","TAMAULIPAS","Ciudad Victoria region",23.71975,-99.12989,"TAM",1.12,28.89,22.22,NA,0,0,4407.02,0,17414.7,0,0,0,0,0,0,978178,0,0,0,0,0,0,1e-07,0
"1130",1988-06-15,1995-04-11,1988,1995,-83.0333333333333,-27.6777777777778,-6.82465753424658,-84,-28,-7,"0","0","MEXICO","TAMAULIPAS","Ciudad Victoria region",23.71975,-99.12989,"TAM",1.12,28.89,22.22,NA,0,0,2505.85,0,414237,0,0,0,0,0,0,310791,0,272466,0,0,0,0,1e-07,0
"1131",1988-06-15,1995-04-11,1988,1995,-83.0333333333333,-27.6777777777778,-6.82465753424658,-84,-28,-7,"0","0","MEXICO","TAMAULIPAS","Ciudad Victoria region",23.71975,-99.12989,"TAM",1.12,28.89,22.22,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1e-07,0
"1132",1988-06-15,1995-04-11,1988,1995,-83.0333333333333,-27.6777777777778,-6.82465753424658,-84,-28,-7,"0","0","MEXICO","TAMAULIPAS","Ciudad Victoria region",23.71975,-99.12989,"TAM",1.12,28.89,22.22,NA,0,0,159.481,0,0,0,0,0,0,0,0,36483.6,0,963357,0,0,0,0,1e-07,0
